MapMySectionsID,Genetics Tools Type,STPT Data File Path,STPT Thumbnail image,Neuroglancer File Path,CCF Registered Image File Path,Target_Cell_Population,Qualitative Image Assessment,ABC.NN,Astro.TE.NN,CLA.EPd.CTX.Car3.Glut,Endo.NN,L2.3.IT.CTX.Glut,L4.5.IT.CTX.Glut,L5.ET.CTX.Glut,L5.IT.CTX.Glut,L5.NP.CTX.Glut,L6.CT.CTX.Glut,L6.IT.CTX.Glut,L6b.CTX.Glut,Lamp5.Gaba,Lamp5.Lhx6.Gaba,Lymphoid.NN,Microglia.NN,OPC.NN,Oligo.NN,Peri.NN,Pvalb.Gaba,Pvalb.chandelier.Gaba,SMC.NN,Sncg.Gaba,Sst.Chodl.Gaba,Sst.Gaba,VLMC.NN,Vip.Gaba
MMS.training.130,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1227594004/ome_zarr_conversion/1227594004.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/651215_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/651215_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1227594004/1227594004.quantification.zip,Pvalb,"strong, dense, GABAergic; weak, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.131,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/769243572/ome_zarr_conversion/769243572.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/420002_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/420002_STPT.json,,,"strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.132,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1294121682/ome_zarr_conversion/1294121682.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/693228_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/693228_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1294121682/1294121682.quantification.zip,Vip,"strong, dense, Astro; strong, dense, L1; strong, sparse, GABAergic",0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MMS.training.133,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1121505853/ome_zarr_conversion/1121505853.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579530_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579530_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1121505853/1121505853.quantification.zip,Pvalb,"[not assessed], [not assessed], Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.134,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1379729293/ome_zarr_conversion/1379729293.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/741284_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/741284_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1379729293/1379729293.quantification.zip,L6b,"strong, dense, L6b_Glutamatergic",0,0,0,0,1,2,1,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MMS.training.135,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1119482870/ome_zarr_conversion/1119482870.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579522_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579522_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1119482870/1119482870.quantification.zip,L6_IT_Car3,"strong, dense, L6_Glutamatergic; strong, sparse, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.136,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1155830590/ome_zarr_conversion/1155830590.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/610981_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/610981_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1155830590/1155830590.quantification.zip,Endo,"weak, sparse, Endo_Peri",0,3,0,19,1,11,0,2,0,0,2,1,2,0,0,0,0,0,0,3,0,0,1,0,1,0,0
MMS.training.137,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1200443368/ome_zarr_conversion/1200443368.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/637266_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/637266_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1200443368/1200443368.quantification.zip,Sst,"weak, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,88,0,0
MMS.training.138,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/895143465/ome_zarr_conversion/895143465.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/469874_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/469874_STPT.json,,,"strong, sparse, Ependymal; strong, sparse, L23_Glutamatergic; strong, sparse, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.139,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1334010620/ome_zarr_conversion/1334010620.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/708296_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/708296_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1334010620/1334010620.quantification.zip,L6b,"weak, dense, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.140,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1297987579/ome_zarr_conversion/1297987579.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/694549_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/694549_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1297987579/1297987579.quantification.zip,Lamp5,"strong, dense, L1; strong, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,28
MMS.training.141,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1344458328/ome_zarr_conversion/1344458328.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/727403_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/727403_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1344458328/1344458328.quantification.zip,Pvalb,"strong, dense, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.142,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1125916380/ome_zarr_conversion/1125916380.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/589883_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/589883_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1125916380/1125916380.quantification.zip,L4_IT,"strong, dense, Neuron; strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.143,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1181962165/ome_zarr_conversion/1181962165.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/622134_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/622134_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1181962165/1181962165.quantification.zip,Astro,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.144,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1290485230/ome_zarr_conversion/1290485230.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/692633_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/692633_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1290485230/1290485230.quantification.zip,L4_IT,"strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.145,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1167393522/ome_zarr_conversion/1167393522.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/616643_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/616643_STPT.json,,,"strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.146,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1126038017/ome_zarr_conversion/1126038017.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/580147_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/580147_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1126038017/1126038017.quantification.zip,Oligo,"strong, dense, Oligo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
MMS.training.147,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1168078426/ome_zarr_conversion/1168078426.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/617533_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/617533_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1168078426/1168078426.quantification.zip,Astro,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.148,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1194381629/ome_zarr_conversion/1194381629.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/632618_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/632618_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1194381629/1194381629.quantification.zip,L4_IT,"strong, dense, L4_Glutamatergic; strong, sparse, L23_Glutamatergic; weak, dense, L4_Glutamatergic",0,1,0,0,1,90,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.149,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1385099191/ome_zarr_conversion/1385099191.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/743763_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/743763_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1385099191/1385099191.quantification.zip,Sst,"weak, dense, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.150,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1126113818/ome_zarr_conversion/1126113818.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/580930_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/580930_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1126113818/1126113818.quantification.zip,Vip,"strong, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,3,0,78
MMS.training.151,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1244104828/ome_zarr_conversion/1244104828.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/661065_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/661065_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1244104828/1244104828.quantification.zip,Vip,"strong, dense, Neuron; strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.152,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1197776245/ome_zarr_conversion/1197776245.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/632627_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/632627_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1197776245/1197776245.quantification.zip,L6b,"strong, dense, L6b_Glutamatergic; weak, sparse, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.153,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1334705322/ome_zarr_conversion/1334705322.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/710598_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/710598_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1334705322/1334705322.quantification.zip,L5_ET,"[not assessed], dense, L5_Glutamatergic; [not assessed], sparse, L5_Glutamatergic; [not assessed], sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.154,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1229095598/ome_zarr_conversion/1229095598.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/651207_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/651207_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1229095598/1229095598.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.155,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1122496150/ome_zarr_conversion/1122496150.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/580143_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/580143_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1122496150/1122496150.quantification.zip,Pvalb,"strong, dense, GABAergic",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,94,0,0,0,0,40,0,5
MMS.training.156,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1124166146/ome_zarr_conversion/1124166146.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579141_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579141_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1124166146/1124166146.quantification.zip,Pvalb,"strong, dense, GABAergic; strong, dense, Neuron",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,0,0,0,2,100,0,0
MMS.training.157,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1193025570/ome_zarr_conversion/1193025570.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634486_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634486_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1193025570/1193025570.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",0,0,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.158,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1335510933/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/709430_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/709430_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1335510933/1335510933.quantification.zip,L2-3_IT,"weak, dense, L23_Glutamatergic; weak, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.159,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1233449902/ome_zarr_conversion/1233449902.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/652697_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/652697_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1233449902/1233449902.quantification.zip,Astro,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.160,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1385562509/ome_zarr_conversion/1385562509.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/743488_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/743488_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1385562509/1385562509.quantification.zip,,"strong, sparse, Neuron",0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.161,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1064982651/ome_zarr_conversion/1064982651.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/553831_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/553831_STPT.json,,,"strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.162,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1158139295/ome_zarr_conversion/1158139295.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/609271_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/609271_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1158139295/1158139295.quantification.zip,L5_ET,"weak, sparse, L5_Glutamatergic",0,0,0,0,2,7,105,0,1,6,8,0,4,0,0,0,0,1,0,6,0,0,1,0,11,0,10
MMS.training.163,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1240293319/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/660204_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/660204_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1240293319/1240293319.quantification.zip,Sst_Chodl,"strong, dense, GABAergic; strong, sparse, GABAergic",0,1,1,0,1,5,2,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,62,9,0,0
MMS.training.164,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1291242407/ome_zarr_conversion/1291242407.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/692637_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/692637_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1291242407/1291242407.quantification.zip,Vip,"strong, dense, GABAergic",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,14
MMS.training.165,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1164312979/ome_zarr_conversion/1164312979.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/615687_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/615687_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1164312979/1164312979.quantification.zip,Astro,"weak, dense, Astro",0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MMS.training.166,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1316421097/ome_zarr_conversion/1316421097.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/707212_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/707212_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1316421097/1316421097.quantification.zip,Pvalb,"strong, dense, GABAergic",0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,7,0,11,1,0,0,0,15,0,0
MMS.training.167,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1181223941/ome_zarr_conversion/1181223941.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/622130_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/622130_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1181223941/1181223941.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.168,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1163590410/ome_zarr_conversion/1163590410.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/615690_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/615690_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1163590410/1163590410.quantification.zip,Astro,"weak, sparse, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.169,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1278171530/ome_zarr_conversion/1278171530.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/674267_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/674267_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1278171530/1278171530.quantification.zip,Sst_Chodl,"strong, dense, L5_Glutamatergic; weak, sparse, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.170,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1368629386/ome_zarr_conversion/1368629386.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/736165_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/736165_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1368629386/1368629386.quantification.zip,Sst,"weak, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.171,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1184527641/ome_zarr_conversion/1184527641.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/622140_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/622140_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1184527641/1184527641.quantification.zip,L4_IT,"weak, dense, L5_Glutamatergic",0,1,0,0,0,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.172,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1366267386/ome_zarr_conversion/1366267386.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/727844_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/727844_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1366267386/1366267386.quantification.zip,L5_ET,"[not assessed], sparse, L5_Glutamatergic; strong, dense, L5_Glutamatergic",0,0,0,0,0,13,26,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
MMS.training.173,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1330654699/ome_zarr_conversion/1330654699.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/711358_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/711358_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1330654699/1330654699.quantification.zip,L6_IT_Car3,"strong, dense, L23_Glutamatergic; strong, dense, L6_Glutamatergic",0,0,3,0,16,4,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
